,Type_of_course_Aggregate,Type_of_Fine_Aggregate_,Max._Size_of_Coarse_Aggregate_(mm),Passing_0.6_mm_Sieve_(%),Target_Mean_Strength_(Npermm2),Cement_O.P.C_(Kgperm3),WaterCement_Ratio,Water_Content_(Kgperm3),,Additive_Type_&_Dosage_(per100_kg_of_cement),Total_Aggregate_(Kgperm3),Fine_Aggregate_(Kgperm3),Coarse_Aggregate_(Kgperm3),Workability_Slump_(mm),Hardened_Concrete_Desnity_(avg.),7_day_str,28_day_str,Type_of_Coarse_Aggregate,Type_of_Fine_Aggregate,Passing_0.6mm_Sieve(%),Additive_Type_&_Dos._(per100_Kg_of_cement),Admix_type,Admix_dosage
866,Natural,Natural,20,42,38,350,0.46,160,,Reho build 0.75 lit,1890,700,1190,200,2403,25.9,31.7,0,0,0,0,,
867,Natural,Natural,20,34.5,38,325,0.49,160,,reho build 850 .75 lit,1915,765,1150,100,2402,27.6,0,0,0,0,0,,
868,Crushed,Natural,20,24.9,38,350,0.54,190,,rheobuaile850 1.2 of cement by weight,1900,760,685,140,2445,31,0,0,0,0,0,,
869,Crushed,Natural,20,24.9,38,350,0.54,190,,rheobuaile850 1.2 of cement by weight,1900,760,685,140,2449,31,39.3,0,0,0,0,,
870,Crushed,Natural,20,31.9,38,350,0.54,190,,Sikament - R 2004 1.0 lit ,1880,805,1075,125,2425,33.3,45.7,0,0,0,0,,
871,Crushed,Natural,20,31.9,38,350,0.54,190,,Sikament - R 2004 1.0 lit ,1880,805,1075,125,2427,33.3,0,0,0,0,0,,
872,Crushed,Natural,20,42.5,38,350,0.54,190,,Sikament - R 2004 1.25 lit ,1900,780,1120,145,2446,31.6,0,0,0,0,0,,
873,Crushed,Natural,20,42.5,38,350,0.54,190,,Sikament - R2004 * Dos * 1.25 lit,1900,780,1120,145,2445,31.6,38.3,0,0,0,0,,
874,Crushed,Natural,20,39.4,38,340,0.56,190,,sikamentR2004 dos .8,1895,795,660,105,2425,31.8,0,0,0,0,0,,
875,Crushed,Natural,20,39.4,38,340,0.56,190,,sikamentR2004 dos .8,1895,795,660,105,2427,31.8,41.3,0,0,0,0,,
876,Natural,Natural,20,48.2,38,340,0.5,170,,sikamentR2004 dos .8,1855,630,1225,140,2388,26.3,38.1,0,0,0,0,,
877,Natural,Natural,20,59.7,38,340,0.5,170,,sikamentR2004 dos .8,1855,630,1225,115,2388,26.3,0,0,0,0,0,,
878,Natural,Natural,20,56.7,38,340,0.5,170,,sikamentR2004 dos .8,1855,630,1225,180,2386,28.1,0,0,0,0,0,,
879,Natural,Natural,20,59.7,38,340,0.5,170,,sikamentR2004 dos .8,1855,630,1225,180,2382,28.1,36.9,0,0,0,0,,
880,Natural,Natural,20,57.9,38,340,0.49,165,,Sp 432 0.9 lit ,1895,835,635,190,2412,30.3,41,0,0,0,0,,
881,Crushed,Natural,20,51.8,38,335,0.52,185,,Sp 432 0.9 lit ,1930,770,1160,185,2452,34.1,44.2,0,0,0,0,,
882,Crushed,Natural,20,51.8,38,335,0.52,185,,Sp 432 0.9 lit ,1930,770,1160,185,2449,34.1,0,0,0,0,0,,
883,Natural,Natural,20,48.2,38,350,0.5,175,,Sp 432 0.9 lit ,1855,650,1205,140,2385,32.5,0,0,0,0,0,,
884,Natural,Natural,20,42.2,38,350,0.5,175,,Sp 432 0.9 lit ,1855,650,1205,140,2390,32.5,41.6,0,0,0,0,,
885,Natural,Natural,20,48.2,38,350,0.5,175,,Sp 432 0.9 lit ,1855,670,1185,200,2386,32.9,0,0,0,0,0,,
886,Natural,Natural,20,48.2,38,350,0.5,175,,Sp 432 0.9 lit ,1855,670,1185,200,2385,32.9,42.4,0,0,0,0,,
887,Crushed,Natural,20,49.5,38,380,0.5,190,,Sp 432 0.9 lit ,1845,610,740,180,2424,29.1,0,0,0,0,0,,
888,Crushed,Natural,20,49.5,38,380,0.5,290,,Sp 432 0.9 lit ,1845,610,740,180,2424,29.1,41.5,0,0,0,0,,
889,Crushed,Natural,20,49.5,38,380,0.5,190,,Sp 432 0.9 lit ,1854,610,740,180,2423,29.1,41.5,0,0,0,0,,
890,Crushed,Natural,20,26.9,38,350,0.54,190,,Sp 432 0.9 lit ,1920,805,1115,135,2463,26.7,0,0,0,0,0,,
891,Crushed,Natural,20,26.9,38,350,0.4,190,,Sp 432 0.9 lit ,1920,865,1055,180,2462,30.5,0,0,0,0,0,,
892,Natural,Natural,20,27.3,38,310,0.51,160,,Sp 432 0.9 lit ,1920,805,1115,120,2407,27.3,0,0,0,0,0,,
893,Natural,Natural,20,27.3,38,310,0.51,160,,Sp 432 0.9 lit ,1920,805,1115,120,2406,27.3,39,0,0,0,0,,
894,Crushed,Natural,20,43.5,38,330,0.5,205,,Sp 432 0.9 lit ,1980,850,680,135,2483,33.2,0,0,0,0,0,,
895,Crushed,Natural,20,43.5,38,330,0.5,165,,Sp 432 0.9 lit ,1980,850,680,135,2477,33.2,43.1,0,0,0,0,,
896,Natural,Natural,20,57.9,38,340,0.49,165,,sp432 dos 1.0 lit,1895,835,1060,190,2404,30.3,0,0,0,0,0,,
897,Natural,Natural,20,19.5,38,325,0.51,165,,sp432 dos 1.0 lit,1910,840,642,170,2404,27,0,0,0,0,0,,
898,Natural,Natural,20,19.5,38,325,0.51,165,,sp432 dos 1.0 lit,1910,840,642,170,2405,27,35.4,0,0,0,0,,
899,Natural,Natural,20,69.4,38,340,0.49,165,,sp432 dos 1.0 lit,1895,625,1270,140,2402,25.4,0,0,0,0,0,,
900,Natural,Natural,20,69.4,38,400,0.41,165,,sp432 dos 1.0 lit,1835,605,1230,220,2404,30.2,0,0,0,0,0,,
901,Crushed,Natural,20,31,38,350,0.53,185,,Tyoe SP - 337 * Dos. 1.0 lit,1915,825,1090,160,2454,35.2,44.4,0,0,0,0,,
902,Crushed,Natural,20,47,38,340,0.53,180,,type dos 1 lit,1930,770,696,120,2449,36.5,0,0,0,0,0,,
903,Crushed,Natural,20,47,38,340,0.53,180,,type dos 1 lit,1930,770,696,120,2449,36.5,34.8,0,0,0,0,,
904,Natural,Natural,20,48.7,38,335,0.5,165,,type euro 8600*dos. .75 lit,1900,760,1140,185,2403,24.7,0,0,0,0,0,,
905,Natural,Natural,20,48.7,38,335,0.5,165,,type euro 8600*dos. .75 lit,1900,760,1140,185,2404,24.7,31.2,0,0,0,0,,
906,Natural,Natural,20,48.7,38,350,0.49,170,,type euro 8600*dos. 1.0 lit,1870,785,1085,200,2392,27.3,32.8,0,0,0,0,,
907,Crushed,Natural,20,53.5,38,350,0.51,180,,Type JY -4Pump -Aiding * Dos 1.25%,1920,725,1150,130,2453,28.6,35.9,0,0,0,0,,
908,Crushed,Natural,20,53.5,38,350,0.51,180,,Type JY -4Pump -Aiding * Dos 1.25%,1920,725,1150,130,2454,28.6,0,0,0,0,0,,
909,Natural,Natural,20,24.3,38,350,0.5,175,,Type kem Flow * Dos. 0.8 lit ,1865,820,1045,158,2394,29.8,37.5,0,0,0,0,,
910,Natural,Natural,20,24.3,38,350,0.5,175,,Type kem Flow * Dos. 0.8 lit ,1865,820,1045,158,2396,29.8,0,0,0,0,0,,
911,Crushed,Natural,20,49,38,350,0.47,165,,Type Petaflow F101* Dos 1.0 kg ,1855,715,1170,135,2407,33.9,45.7,0,0,0,0,,
912,Crushed,Natural,20,49,38,350,0.47,165,,Type Petaflow F101* Dos 2.0 kg ,1855,715,1170,135,2405,27.8,33.9,0,0,0,0,,
913,Crushed,Natural,20,49,38,350,0.47,165,,Type Petaflow F101* Dos 2.0 kg ,1855,715,1170,135,2405,27.8,0,0,0,0,0,,
914,Crushed,Natural,20,39,38,350,0.53,185,,Type Reheobuild 850 * Dos. 0.75 lit,1905,760,1145,190,2443,33.2,0,0,0,0,0,,
915,Natural,Natural,20,67.3,38,350,0.49,170,,Type Reheobuild 850 * Dos. 1.0 lit,1870,675,1195,150,2385,29.5,40.9,0,0,0,0,,
916,Natural,Natural,20,67.3,38,350,0.49,170,,Type Reheobuild 850 * Dos. 1.0 lit,1870,675,1195,150,2395,29.5,0,0,0,0,0,,
917,Natural,Natural,20,39,38,350,0.49,170,,type rehobuild 850 *dos 1 lit,1880,750,1130,150,2402,33.9,0,0,0,0,0,,
918,Crushed,Natural,20,39,38,350,0.48,185,,Type RehoBuild 850* Dos 0.75 lit,1905,760,1145,190,2445,33.2,45,0,0,0,0,,
919,Natural,Natural,20,48.8,38,350,0.48,165,,Type RehoBuild 850* Dos 1.0lit,1885,715,1170,200,2403,27.8,32.6,0,0,0,0,,
920,Natural,Natural,20,0,38,350,0.48,165,,Type RehoBuild 850* Dos 1.0lit,1885,715,1170,200,2403,27.8,0,0,0,0,0,,
921,Crushed,Natural,20,42.1,38,345,0.55,190,,Type RHEOBUILD 850 * Dos. 1.25 lit,1905,760,1145,145,2446,33.9,43.2,0,0,0,0,,
922,Crushed,Natural,20,42.1,38,345,0.55,190,,Type RHEOBUILD 850 * Dos. 1.25 lit,1905,760,690,145,2443,33.9,0,0,0,0,0,,
923,Natural,Natural,20,48.3,38,350,0.5,175,,Type RX * Dosage 0.5 lit,1855,740,1115,80,2386,27.6,37,0,0,0,0,,
924,Natural,Natural,20,48.3,38,360,0.51,185,,Type RX * Dosage 0.75 lit,1835,735,1100,190,2392,31.8,0,0,0,0,0,,
925,Natural,Natural,20,54.3,38,350,0.49,170,,Type SD2 * Dos 0.75 lit,1880,695,1185,130,2396,27.7,30,0,0,0,0,,
926,Natural,Natural,20,54.3,38,350,0.49,170,,Type SD2 * Dos 0.75 lit,1880,695,1185,130,2403,27.7,0,0,0,0,0,,
927,Crushed,Natural,20,76,38,350,0.53,185,,Type Sikament 163 Dos. 1.0 & Rx-Rs Dos.0.5 lit,1915,595,1320,120,2455,28.5,0,0,0,0,0,,
928,Natural,Natural,20,37.6,38,350,0.46,160,,type sikament 2004*dos. 1 lit,1890,720,1170,200,2406,32.4,0,0,0,0,0,,
929,Crushed,Natural,20,76,38,350,0.53,185,,type sikament 2004*dos. 1 lit,1915,595,760,120,2453,28.5,37.6,0,0,0,0,,
930,Natural,Natural,20,37.6,38,350,0.46,160,,type sikament 2004*dos. 1 lit,1890,720,1170,200,2404,32.4,41.3,0,0,0,0,,
931,Crushed,Natural,20,31,38,350,0.53,185,,Type SP - 337 Dos. 1.0 lit,1915,825,1090,160,2455,35.2,0,0,0,0,0,,
932,Natural,Natural,20,29.8,38,350,0.47,165,,Type SP * Dos. 1.0 lit,1915,780,1135,180,2406,31.2,40.1,0,0,0,0,,
933,Crushed,Natural,20,55,38,400,0.45,180,,Type SP 432 * Dos. 1.0 lit,1870,840,1030,185,2406,33.9,0,0,0,0,0,,
934,Natural,Natural,20,29.8,38,350,0.47,165,,Type SP 432 * Dos. 1.0 lit,1915,780,1135,180,2406,31.2,0,0,0,0,0,,
935,Natural,Natural,20,73,38,335,0.51,171,,Type SP 8001 * Dos. 1.0 lit ,1890,660,1230,200,2410,27.7,0,0,0,0,0,,
936,Natural,Natural,20,48.1,38,350,0.49,170,,type SP 801 dos 1 lit,1880,715,1165,150,2408,32.2,0,0,0,0,0,,
937,Natural,Natural,20,45.6,38,340,0.5,170,,type SP 801 dos 1 lit,1890,660,1210,200,2406,32,0,0,0,0,0,,
938,Natural,Natural,20,45.6,38,340,0.5,170,,type SP 801 dos 1 lit,1890,680,1210,200,2402,32,42.2,0,0,0,0,,
939,Natural,Natural,20,45.6,38,320,0.52,165,,type SP 801 dos 1 lit,1915,710,1205,120,2407,32.7,0,0,0,0,0,,
940,Natural,Natural,20,45.6,38,320,0.52,165,,type SP 801 dos 1 lit,1915,710,1205,170,2402,0,0,0,0,0,0,,
941,Natural,Natural,20,45.6,38,320,0.52,165,,type SP 801 dos 1 lit,1915,715,1205,170,2407,32.6,40.4,0,0,0,0,,
942,Crushed,Natural,20,45.6,38,350,0.53,185,,type SP 801 dos 1 lit,1915,725,475,120,2475,32.7,44.9,0,0,0,0,,
943,Crushed,Natural,20,43,38,350,0.5,180,,type SP 801 dos 1 lit,1910,710,720,90,2447,33.1,42.6,0,0,0,0,,
944,Natural,Natural,20,73,38,335,0.51,171,,type SP 801 dos 1 lit,1890,660,1230,200,2407,27.7,39.3,0,0,0,0,,
945,Natural,Natural,20,73,38,335,0.52,175,,type SP 801 dos 1 lit,1890,660,1230,170,2406,21.5,28.4,0,0,0,0,,
946,Crushed,Natural,20,31.3,38,350,0.51,180,,Type SP Gold* Dos 0.75 lit,1920,770,1150,175,2455,35.5,47.3,0,0,0,0,,
947,Crushed,Natural,20,31.3,38,350,0.51,180,,Type SP Gold* Dos 0.75 lit,1920,770,1150,175,2456,35.5,0,0,0,0,0,,
948,Natural,Natural,20,25,38,325,0.51,165,,Type SP Gold* Dos 1.0 lit,1910,745,1165,150,2405,31.4,36.9,0,0,0,0,,
949,Natural,Natural,20,25,38,350,0.51,165,,Type SP Gold* Dos 1.0 lit,1910,745,1165,150,2406,31.4,0,0,0,0,0,,
950,Natural,Natural,20,73,38,335,0.52,175,,Type Sp701 * Dos. 1.2 lit,1890,660,1230,170,2409,21.3,0,0,0,0,0,,
951,Crushed,Natural,20,30.2,38,300,0.62,185,,Type SP901* Dos 0.75 lit,1965,765,1200,120,2456,19,0,0,0,0,0,,
952,Crushed,Natural,20,29.7,38,350,0.54,190,,Type SP901* Dos 0.75 lit,1910,745,1165,150,2455,23.1,32,0,0,0,0,,
953,Crushed,Natural,20,29.7,38,350,0.54,190,,Type SP901* Dos 0.75 lit,1910,745,1165,150,2456,23.1,0,0,0,0,0,,
954,Crushed,Natural,20,30.2,38,350,0.53,185,,Type SP901* Dos 1.0 lit,1915,730,1185,140,2456,28.9,39.9,0,0,0,0,,
955,Crushed,Natural,20,30.2,38,350,0.53,185,,Type SP901* Dos 1.0 lit,1915,730,1185,140,2458,28.9,0,0,0,0,0,,
956,Crushed,Natural,20,24.5,38,350,0.51,180,,Type SP901* Dos 1.0 lit,1910,765,1145,185,2445,31.8,39.1,0,0,0,0,,
957,Crushed,Natural,20,24.5,38,350,0.51,180,,Type SP901* Dos 1.0 lit,1910,765,1145,185,2445,31.8,0,0,0,0,0,,
958,Crushed,Natural,20,29.1,38,350,0.53,185,,Type SP901* Dos 1.0 lit,1905,765,1140,150,2444,33.5,0,0,0,0,0,,
959,Crushed,Natural,20,29.1,38,350,0.53,185,,Type SP901* Dos 1.0 lit,1905,765,1140,150,2446,34.6,0,0,0,0,0,,
960,Crushed,Natural,20,36.9,38,350,0.55,185,,Type SP901* Dos 3.5 lit,1915,710,1205,130,2454,23.5,30.4,0,0,0,0,,
961,Crushed,Natural,20,33.2,38,350,0.53,185,,Type SP901* Dos 3.5 lit,1915,725,1190,150,2455,29.4,39.9,0,0,0,0,,
962,Crushed,Natural,20,36.9,38,350,0.55,185,,Type SP901* Dos 3.5 lit,1915,710,1205,130,2403,23.5,0,0,0,0,0,,
963,Crushed,Natural,20,33.2,38,350,0.53,185,,Type SP901* Dos 3.5 lit,1915,725,1190,150,2455,32.3,0,0,0,0,0,,
964,Natural,Natural,20,38,38,365,0.48,175,,Type SP901* Dos. 0.75 lit,1860,690,1170,150,2404,31.1,38.9,0,0,0,0,,
965,Crushed,Natural,20,38,38,350,0.52,180,,Type SP901* Dos. 0.75 lit,1905,760,1145,190,2446,36.9,40.4,0,0,0,0,,
966,Natural,Natural,20,38,38,365,0.48,175,,Type SP901* Dos. 0.75 lit,1860,690,1170,150,2403,31.1,0,0,0,0,0,,
967,Crushed,Natural,20,38,38,350,0.52,180,,Type SP901* Dos. 0.75 lit,1905,760,1145,190,2445,36.9,0,0,0,0,0,,
968,Natural,Natural,20,57,38,340,0.49,165,,Type SP901* Dos. 0.75 lit,1880,695,1185,200,2403,32.6,41.9,0,0,0,0,,
969,Natural,Natural,20,57,38,340,0.49,190,,Type SP901* Dos. 0.75 lit,1880,695,1185,200,2405,32.6,0,0,0,0,0,,
970,Crushed,Natural,20,32.4,38,365,0.47,170,,x-mix HPN dos 1.5 lit,1925,865,1060,170,2455,39.8,49.1,0,0,0,0,,
971,Crushed,Natural,20,32.4,38,365,0.47,170,,x-mix RPS dos .7 lit,1925,865,1060,220,2453,32.8,39.3,0,0,0,0,,
972,Crushed,Natural,20,32.4,38,365,0.47,170,,X-MIXHPN DOS . 1.5 LIT,1925,865,1060,170,2460,39.2,0,0,0,0,0,,
973,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,
974,0,0,20,0,43,375,0.48,180,,0,1885,715,1070,180,2442,37.6,45.8,Crushed,Natural,0,Type JY-4 pump Aiding * Dos 1.25l lit,Type JY-4 pump Aiding , Dos 1.25l lit
975,0,0,40,0,43,375,0.48,180,,0,1825,730,1095,110,2384,25.1,32.8,Natural,Natural,0,0,,
976,0,0,40,0,43,385,0.47,180,,0,1825,730,1095,230,2395,39.2,47.1,Natural,Natural,0,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
977,0,0,20,0,43,365,0.51,185,,0,1900,780,1120,180,2457,30.7,45.8,Crushed,Natural,0,Type CF555 * Dos. 1.0 lit,Type CF555 , Dos. 1.0 lit
978,0,0,20,0,43,365,0.51,185,,0,1900,780,1120,180,2455,27,30.7,Crushed,Natural,0,Type CF555 * Dos. 1.0 lit,Type CF555 , Dos. 1.0 lit
979,0,0,20,0,43,375,0.51,190,,0,1875,750,1120,150,2445,35.9,0,Crushed,Natural,0,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
980,0,0,20,0,43,375,0.51,190,,0,1875,750,1125,150,2445,35.9,0,Crushed,Natural,0,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
981,0,0,20,0,43,375,0.51,190,,0,1875,750,1125,150,2445,35.9,47.2,Crushed,Natural,0,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
982,0,0,20,0,43,375,0.51,190,,0,1875,750,1125,120,2453,20.4,0,Crushed,Natural,0,0,,
983,0,0,20,0,43,375,0.51,190,,0,1855,760,1125,200,2456,45.9,57,Crushed,Natural,0,Type SP 432 * Dos. 1.0 lit,Type SP 432 , Dos. 1.0 lit
984,0,0,20,0,43,375,0.49,185,,0,1890,760,1130,120,2453,30.5,0,Crushed,Natural,0,Type SP432 * Dos. 1.0 lit,Type SP432 , Dos. 1.0 lit
985,0,0,20,0,43,375,0.49,185,,0,1890,760,1130,200,2404,26.8,0,Crushed,Natural,0,Type TSEN934* Dos 1.0lit,Type TSEN934, Dos 1.0lit
986,0,0,20,0,43,375,0.49,185,,0,1890,760,1130,200,2398,26.8,42.9,Crushed,Natural,0,Type TSEN934* Dos 1.0lit,Type TSEN934, Dos 1.0lit
987,0,0,20,0,43,375,0.51,190,,0,1885,755,1130,100,2455,24.6,33.2,Crushed,Natural,0,0,,
988,0,0,20,0,43,375,0.45,170,,0,1855,725,1130,175,2404,34.7,42.3,Natural,Natural,0,Type Rehobuild 850 * Dos. 0.75 lit,Type Rehobuild 850 , Dos. 0.75 lit
989,0,0,20,0,43,350,0.46,160,,0,1890,755,1135,195,2403,34.1,0,Natural,Natural,0,Type CF555 * Dos. 1.0 lit,Type CF555 , Dos. 1.0 lit
990,0,0,20,0,43,350,0.46,160,,0,1890,755,1135,195,2403,34.1,41.6,Natural,Natural,0,Type CF555 * Dos. 0.75 lit,Type CF555 , Dos. 0.75 lit
991,0,0,20,0,43,375,0.48,180,,0,1895,760,1135,120,2454,34.2,0,Crushed,Natural,0,Type JY- 4 Pump-Aiding * Dos. 1.25 lit,Type JY- 4 Pump-Aiding , Dos. 1.25 lit
992,0,0,20,0,43,375,0.48,180,,0,1895,760,1135,180,2455,33.6,43.6,Crushed,Natural,0,Type SP432 * Dos. 1.25 lit,Type SP432 , Dos. 1.25 lit
993,0,0,20,0,43,375,0.48,180,,0,1895,760,1135,150,2457,23.4,0,Crushed,Natural,0,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
994,0,0,20,0,43,375,0.48,180,,0,1895,760,1135,150,2133,23.4,29.3,Crushed,Natural,0,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
995,0,0,40,0,43,375,0.48,180,,0,1895,760,1135,120,2455,34.2,46.2,Crushed,Natural,0,Type JY- 4 Pump-Aiding * Dos. 1.25 lit,Type JY- 4 Pump-Aiding , Dos. 1.25 lit
996,0,0,20,0,43,375,0.47,175,,0,1850,700,1150,150,2404,24.1,26.5,Natural,Natural,0,Type Kemia Crete 850* Dos 0.75 lit,Type Kemia Crete 850, Dos 0.75 lit
997,0,0,20,0,43,375,0.48,165,,0,1860,710,1150,120,2408,29.4,0,Natural,Natural,0,Type SP901 Dos. 3.0 lit/m3,Type SP901 Dos. 3.0 lit/m3,
998,0,0,20,0,43,375,0.48,165,,0,1860,710,1150,120,2408,29.4,36,Natural,Natural,0,Type SP901 Dos. 3.0 lit/m3,Type SP901 Dos. 3.0 lit/m3,
999,0,0,40,0,43,375,0.48,165,,0,1860,710,1150,170,2409,23.3,0,Natural,Natural,0,Type SP901 Dos. 3.0 lit/m3,Type SP901 Dos. 3.0 lit/m3,
1000,0,0,40,0,43,375,0.48,165,,0,1860,710,1150,170,2406,23.3,34.7,Natural,Natural,0,Type SP901 Dos. 3.0 lit/m3,Type SP901 Dos. 3.0 lit/m3,
1001,0,0,40,0,43,375,0.47,175,,0,1850,700,1150,200,2406,40,0,Natural,Natural,0,Type TSEN934* Dos 0.75lit,Type TSEN934, Dos 0.75lit
1002,0,0,40,0,43,375,0.47,175,,0,1850,700,1150,200,2405,40,47.5,Natural,Natural,0,Type TSEN934* Dos 0.75lit,Type TSEN934, Dos 0.75lit
1003,0,0,0,0,43,375,0.48,180,,0,1855,705,1150,100,2412,30.1,0,Natural,Natural,0,0,,
1004,0,0,0,0,0,375,0.48,180,,0,1855,705,1150,100,2408,30.1,40.1,Natural,Natural,0,0,,
1005,0,0,40,0,43,365,0.47,170,,0,1865,710,1155,150,2453,23.3,0,Natural,Natural,0,Type SP901 Dos. 0.75lit,Type SP901 Dos. 0.75lit,
1006,0,0,40,0,43,365,0.47,170,,0,1865,710,1155,150,2456,23.3,28.5,Natural,Natural,0,Type SP901 Dos. 0.75 lit,Type SP901 Dos. 0.75 lit,
1007,0,0,20,0,43,365,0.44,160,,0,1875,715,1160,170,2403,33,39.4,Natural,Natural,0,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
1008,0,0,20,0,43,375,0.45,170,,0,1860,700,1160,170,2407,36.1,0,Natural,Natural,0,Type Dos. 2.3 lit,Type Dos. 2.3 lit,
1009,0,0,20,0,43,375,0.51,190,,0,1875,715,1160,120,2444,24.2,0,Natural,Natural,0,0,,
1010,0,0,20,0,43,375,0.51,190,,0,1875,715,1160,120,2443,21.4,0,Natural,Natural,0,0,,
1011,0,0,20,0,43,375,0.51,190,,0,1875,715,1160,120,2444,24.2,31.3,Natural,Natural,0,0,,
1012,0,0,20,0,43,375,0.45,170,,0,1860,700,1160,170,2405,36.1,43.9,Natural,Natural,0,Type coplast S-R* Dos.2.3 lit,Type coplast S-R, Dos.2.3 lit
1013,0,0,40,0,43,375,0.48,180,,0,1845,685,1160,100,2405,27.7,0,Natural,Natural,0,0,,
1014,0,0,40,0,43,375,0.48,180,,0,1845,685,1160,100,2405,27.7,32.3,Natural,Natural,0,0,,
1015,0,0,20,0,43,375,0.47,175,,0,1885,720,1165,120,2454,24.5,34.8,Crushed,Natural,0,0,,
1016,0,0,20,0,43,365,0.47,170,,0,1865,700,1165,190,2405,34.8,45.2,Natural,Natural,0,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1017,0,0,20,0,43,365,0.47,170,,0,1865,700,1165,190,2404,34.8,0,Natural,Natural,0,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1018,0,0,20,0,43,365,0.52,190,,0,1890,720,1170,125,2443,35.2,0,Crushed,Natural,0,Type SP901 * Dos. 1.0 lit,Type SP901 , Dos. 1.0 lit
1019,0,0,20,0,43,375,0.48,180,,0,1885,715,1170,180,2444.3,37.6,0,Crushed,Natural,0,Type JY- 4 Pump-Aiding * Dos. 1.25 lit,Type JY- 4 Pump-Aiding , Dos. 1.25 lit
1020,0,0,20,0,43,365,0.52,190,,0,1890,720,1170,125,2445,35.2,45.6,Crushed,Natural,0, Type SP901 * Dos. 1.5 lit, Type SP901 , Dos. 1.5 lit
1021,0,0,20,0,43,365,0.45,165,,0,1870,700,1170,150,2415,32.1,40.8,Natural,Natural,0,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1022,0,0,20,0,43,375,0.47,190,,0,1885,760,1170,150,2453,34.2,45.4,Crushed,Natural,0,Type Basf 8800E* Dos 1.0lit,Type Basf 8800E, Dos 1.0lit
1023,0,0,20,0,43,365,0.45,165,,0,1870,700,1170,150,2410,32.1,0,Natural,Natural,0,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1024,0,0,40,0,43,350,0.46,160,,0,1890,720,1170,200,2405,32.4,0,Natural,Natural,0,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1025,0,0,40,0,43,375,0.48,175,,0,1830,660,1170,140,2387,28.5,0,Natural,Natural,0,0,,
1026,0,0,40,0,43,375,0.48,175,,0,1830,660,1170,140,2385,28.5,37.4,Natural,Natural,0,0,,
1027,0,0,40,0,43,350,0.46,160,,0,1890,720,1170,200,2406,32.4,40.4,Natural,Natural,0,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1028,0,0,20,0,43,365,0.52,185,,0,1900,725,1175,175,2453,36.8,51.1,Crushed,Natural,0,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1029,0,0,20,0,43,365,0.52,185,,0,1900,725,1175,175,2452.67,36.8,0,Crushed,Natural,0,Type SP 901 * Dos. 1.0 lit,Type SP 901 , Dos. 1.0 lit
1030,0,0,20,0,43,375,0.53,200,,0,1850,740,1190,80,2413.5,24.5,36.2,Crushed,Natural,0,0,,
1031,0,0,40,0,43,375,0.48,180,,0,1845,650,1195,150,2401,20.3,0,Natural,Natural,0,0,,
1032,0,0,40,0,43,375,0.48,180,,0,1845,650,1195,150,2402,20.3,25.8,Natural,Natural,0,0,,
1033,0,0,40,0,43,360,0.45,165,,0,1875,675,1200,200,2407,39.9,46.4,Natural,Natural,0,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1034,0,0,40,0,43,360,0.45,165,,0,1875,675,1200,200,2410,39.3,0,Natural,Natural,0,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1035,0,0,40,0,43,375,0.45,170,,0,1855,650,1205,140,2405,23.1,0,Natural,Natural,0,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1036,0,0,40,0,43,375,0.45,170,,0,1855,650,1205,140,2407,23.1,30.4,Natural,Natural,0,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1037,0,0,40,0,43,375,0.45,170,,0,1855,630,1225,120,2404,28.4,0,Natural,Natural,0,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1038,0,0,40,0,43,375,0.45,170,,0,1855,630,1225,120,2406,28.4,37.9,Natural,Natural,0,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1039,0,0,40,0,43,380,0.44,165,,0,1915,680,1235,150,2402.3,38.1,0,Natural,Natural,0,Type Sikament R2004 * Dos. 1.0,Type Sikament R2004 , Dos. 1.0
1040,0,0,40,0,43,380,0.44,165,,0,1915,680,1235,150,2403.3,38.1,43.9,Natural,Natural,0,Type Sikament 2004 * Dos. 1.0 lit,Type Sikament 2004 , Dos. 1.0 lit
